Organisation,Title,Date,Link,Text
Sanctuary in Chichester,‘Welcome to Britain’: The Colouring Book for Hope,29-Nov-23,https://sanctuaryinchichester.org/2023/11/29/welcome-to-britain/,"At Sanctuary in Chichester, we recently experienced a heartwarming gesture of solidarity and support for our young refugees and asylum seeker children, with a testament to the power of art and community. The Professional Cartoonists Organisation , moved by the removal of child-friendly murals at the Kent Intake Unit for unaccompanied asylum-seeking children in Dover, decided to take a stand. The murals, which were ordered to be removed by the Immigration Minister , had been a source of comfort and welcome for the children. Cartoonists Unite for a Cause In response to this disheartening event, renowned cartoonists, including the likes of Quentin Blake and Terry Gilliam, came together to create a ‘ Welcome to Britain ‘ colouring book. This initiative was not just about creating a book; it symbolised solidarity and a message to these young souls that they are welcomed and valued in the UK. The cartoonists generously offered their talents for free, and 38 Degrees supported the cause by running a fundraiser to cover printing and postage costs. Cartoon Delivery We received a generous delivery of thirty copies of the book and some crayons, which we distributed during one of our November Drop-in sessions. These gifts were particularly cherished by the children being housed at the hotel. Our heartfelt thanks go to everyone who contributed to this thoughtful gesture."
Refugee Action Scotland,38 Degrees' Colouring Books,29-Nov-23,https://www.re-act-scotland.org/copy-of-partners,"In the summer of 2023, the Home Office ordered that cartoon murals in children's asylum centres be painted over as the colourful animations were considered to be too welcoming. In response, positive action group '38 Degrees' asked several top cartoonists to create drawings about life and culture in Britain, which resulted in a children's colouring book. Our wonderful volunteer, Maggie Berrill, managed to get hold of 30 copies of the book which was positively received by children at the Re-Act playgroup. The remaining copies will go into Welcome Packs for new arrivals."
Sanctuary on Sea,Statement on missing children in Brighton & Hove,14-Dec-22,https://brighton-and-hove.cityofsanctuary.org/2022/12/14/statement-on-missing-children-in-brighton-hove,"It was reported this week* that more than 70 children had disappeared from a Hove hotel used by the Home Office to house unaccompanied young asylum seekers.  It follows the revelation in the Guardian newspaper in October that more than 220 unaccompanied children were missing from hotels funded by the Home Office, which was rightly described as a �catastrophic child protection failure�. This statement is on behalf of organisations supporting people who have sought sanctuary in Brighton & Hove, ahead of a debate at a full council meeting of Brighton & Hove City Council on Thursday 15 December. �We are shocked to learn of the appalling number of children going missing.  One child is too many and, if they were British, it would cause serious alarm and concern.  70 children going missing in this City of Sanctuary is a scandal. Brighton & Hove City Council has duties under the Children Act 1989 and 2004 to safeguard and promote the welfare of all children in need. It needs to do more to discharge that duty for unaccompanied asylum seeking children. An investigation is needed urgently into what has gone wrong , the complex reasons behind young people absconding and how they can be addressed. We are ready to support that. But the fundamental problem is that hotels are no place for lone children.  Only local authorities can be �corporate parents�. The Home Office must find a way to put children directly into Councils� care as soon as they arrive in the country and not place them in limbo in hotels where they are vulnerable to the traffickers who prey on them. Asylum hotels are no place for any child. Some children in Brighton & Hove have been living in an hotel funded by the Home Office for more than a year. We hear from doctors and teachers, as well as their parents, that they are simply not thriving: their physical and mental health is suffering. It is vital that the Home Office speed up its asylum decisions, clear the backlog and stop warehousing people in hotels.� * We are not linking to that report as it names the three hotels used by the Home Office in Brighton & Hove. This irresponsible journalism puts the residents at unnecessary risk from traffickers and others who might wish them harm. This statement is supported by a network of groups that support refugees and migrants in Brighton & Hove, including: Best Foot Music Brighton & Hove Stand Up To Racism Brighton Quakers Sanctuary Group Care4Calais Care for Our City Cornerstone Community Centre (Hove) Hummingbird Project Make Amplify Migrant English Project Network of International Women Refugee Radio Refugee Council Sanctuary on Sea Sussex Interpreting Services Thousand for �1,000 Voices in Exile"
STAR,Sign up for an info session to find out more about how to apply to university in the UK as a Refugee/Asylum seeker,31-Oct-23,https://star-network.org.uk/2023/10/31/sign-up-for-an-online-info-session-to-find-out-more-about-how-to-apply-to-university-in-the-uk-as-a-refugee-asylum-seeker/,"31 October 2023 Applying to University in the UK – for refugees and people seeking asylum Are you a refugee or seeking asylum in the UK interested in applying to university? STAR is running this session to introduce you to the process. What will the session cover? An introduction to the university application process, covering both undergraduate and postgraduate applications. It will include: An overview of how to apply to university in the UK Key tips for your application Information about scholarships and additional support What if I need more support? We will be running two follow-up online events (the first shortly after the info session and the second in 2024) where you will have the opportunity to speak to a current student about your application. Spaces are limited and we’ll share details of how to register your interest during this information session. Here’s what previous attendees have said: ‘Everything was good and helpful. I got all the needed information. Thank you’ ‘It was great in all aspects guiding students to courses, university choice, student general life, student finance support etc. So keep it on and thanks.’ We will also be sharing information about other resources and organisations that can offer support for your university application. Sign me up! How do I attend? This information session will take place on Zoom. Register for your free place , and you will receive full details about how to access the event by email. If you have limited internet access, you can also dial into the Zoom meeting from a mobile phone. The event will be recorded and available on STAR’s YouTube channel afterwards."
STAR,Open up safe routes to the UK for those seeking refuge from the Gaza/ Israel conflict,23-Oct-23,https://star-network.org.uk/2023/10/23/open-up-safe-routes-to-the-uk-for-those-seeking-refuge-from-the-conflict-in-the-gaza-israel-conflict/,"23 October 2023 We are horrified by the escalating violence and the unacceptable targeting of civilians in Gaza and Israel. Our thoughts are with everyone affected and those who have lost loved ones and who are worried about friends and family. As UN independent experts state “There is no justification for violence that indiscriminately targets innocent civilians, whether by Hamas or Israeli forces. This is absolutely prohibited under international law and amounts to a war crime.” STAR is all about creating a welcome in the UK for people who are forcibly displaced and need a place of safety to rebuild their lives. This includes ensuring that people are provided with the safe routes they need to get here. We called for safe routes for people caught up in violence when Russia invaded Ukraine, when the Taliban took over Afghanistan, and when civil war broke out in Sudan. Now we call for safe routes once again. No one should be forcibly displaced from their home, something which is against international law. However, people who feel they have no choice but to leave their country need access to safety. Gaza is a densely populated area, only 25 miles long, with a civilian population of 2.2 million people. Almost half of whom are children and 7 in 10 of whom are already refugees. Since 2007, Gaza has been subject to a strict land and sea blockade by Israel that prevents civilians and vital necessities such as food and medicine from easily moving across the border. Before the current crisis the World Food Programme estimated that more than 60% of Gaza’s population faced food insecurity. The recent escalation of the blockade of Gaza, which cut off supplies of power, water and food, and the continual bombing campaign by Israel is causing an extreme humanitarian crisis. There is nowhere safe for people to go in Gaza to escape the violence, and they can’t leave as the borders to neighbouring countries are closed. We call on the UK government to open up safe routes to the UK for those who need them and  implement an urgent family reunion scheme. We also continue our call for a fair and humane asylum system in the UK which upholds the right to asylum no matter how someone travels here, with safe routes in place that provide refugees, no matter where they come from, with a means of seeking safety in the UK. We also added our name to the call led by the Refugee Council asking emergency safe passage for people impacted by the violence in Israel and Palestine. For further background information on conflict, you can have a look at United Nation website."
STAR,No Dad Jokes Without Dad,21-Sep-23,https://star-network.org.uk/2023/09/21/no-dad-jokes-without-dad/,"Help us change the law to reunite refugee children with their parents. 21 September 2023 Did your dad tell the worst jokes? Maybe you’re the joker in your family? Now you can share your bad dad jokes for a good cause. We’re collecting the UK’s favourite dad jokes to raise awareness of refugee children torn apart from their parents by war. “I haven’t seen my family for nearly three years now… I cannot explain what this feels like… Being without your family, it is like you have a body without a soul.” Habib*, 17, Sudan (*name changed to protect identity) Along with more than 100 other charities, we’re calling for a change in the law that would allow refugee children in the UK to bring their parents to join them in safety. How you can help Collect your neighbourhood’s cheesiest dad jokes Ask as many people as possible to give you their favourite dad joke. We’ll compile all the jokes into a joke book to present to the government at the end of the campaign. Send your friends, family and neighbours the link to submit their cheesiest joke via the Refugee Council website or print out a form to collect the jokes in person. [ Link to PDF for printing ] Distribute campaign flyers Do you have a regular pub quiz? Maybe there’s a comedy club or a theatre near you? We want to distribute our flyers wherever dad jokes are likely to be found. Contact us to request flyers [communications@star-network.org.uk] Take part in our Dad Jokes TikTok challenge Stay tuned for the launch of our No Laugh Challenge. We’ll be updating this blog with the details. Organise a postcard-writing session We have prepared postcards for local campaign groups to send to their MPs. The postcards have space for your to write your own dad joke. Contact us [communications@star-network.org.uk] if you could organise a postcard writing session for your local campaign group. Thank you so much for your help to raise awareness of the unfair laws separating refugee families. Together, we can change the law to reunite families torn apart by war and oppression"
STAR,Why you should join STAR in 2023-2024,12-Sep-23,https://star-network.org.uk/2023/09/12/why-you-should-join-star-in-2023-2024/,"12 September 2023 If you’re heading to university this year, why not join the largest network of students building a society where refugees are welcomed! Get the most out of your uni experience by joining a society where you can make a real difference in your local community and across the UK. Last year, 2005 STAR students at 39 universities volunteered in their communities, campaigned for refugee rights, and learned about asylum and refugees with experts and peers! http://star-network.org.uk/wp-content/uploads/2023/09/Why-you-should-join-STAR-3.mp4 Here’s what Coventry Refugee and Migrant Centre had to say about the STAR students making a difference in their organisation: “I can’t thank the STAR volunteers enough for the amazing work they have done with us this year. They have shown commitment, resilience, curiosity and involvement with and for our young people and the young people really enjoyed their presence. I am looking forward to collaborating again next academic year” – Coventry Refugee and Migrant Centre Check out the Student Action for Refugees (STAR) student society at your university – or if there isn’t one, you can set one up ! Don’t just take our word for it – hear more about why you should join STAR from our STAR leaders themselves! “I am so proud to be a member of STAR and am really excited to fight for more social injustices together with my fellow STAR members around the UK!” – Shehany, Plymouth STAR and Equal Access Activist “Volunteering with STAR for the conversation classes, the homework club and the bike scheme is incredibly eye-opening. It is a great way to help refugees and asylum seekers in our local community whilst educating myself on the obstacles they are up against. Therefore, it is both enriching and rewarding and I would recommend it to anyone that has the chance to get involved.” – STAR volunteer at Leeds English conversation club “Volunteering as part of a larger STAR network challenges the idea that your contribution is small. As STAR student leaders, we’re a small cog in a very big wheel making the UK a more welcoming place for refugees.” – Peter, Cardiff STAR “There are many ways to get involved, whether you prefer to interact personally, or to contribute behind the scenes. It’s a great way to better understand the depth of the refugee and asylum-seeking community, past media portrayals and over-simplistic blanket descriptions.” – Jiayi, KCL STAR"
STAR,Good news for refugees wanting to study in the UK,11-Sep-23,https://star-network.org.uk/2023/09/11/good-news-for-refugees-wanting-to-study-in-the-uk/,"11 September 2023 Student finance rules are changing from 2025. In this blog, you can read about the eligibility of refugees who could not access student finance due to the Equivalent or Lower Qualification (ELQ) rule and how STAR and partner organisations have called for the removal of this unfair rule. The government has announced that the restrictive Equivalent or Lower Qualification (ELQ) rule will be removed in 2025 when the new Lifelong Loan Entitlement is introduced . What is the ELQ (Equivalent or Lower Qualification) rule? In September 2007, the government announced that it would no longer provide public funding for Home/EU students studying for a qualification that is equivalent to, or of a lower level than, one that the student already holds. This means that if you already have a first degree (e.g. BA, BSc) and wish to study for another undergraduate degree, you cannot currently access a student loan to fund your studies – even if your previous qualification was completed overseas. This rule puts refugees who wish to requalify or need to restart their studies in the UK in a marginalised and disadvantaged position. Case study: A student was trafficked to the UK and this experience influenced her decision to study law in the UK, in the hope that she might one day be able to support other survivors of trafficking. She gained a sanctuary scholarship to study at university in the UK but as soon as she received her refugee status, she was no longer eligible for the scholarship. She was also unable to access student finance as she had a previous degree in literature from her home country. Fortunately, she was able to access private charitable funding to pay her course fees to allow her to continue with her studies, but she has faced intense financial pressure and hardship as she struggles to combine full-time study with working to cover her accommodation and living expenses. What is changing? Last year, STAR, in collaboration with the Refugee Council and Refugee Education UK , wrote to the government about how the ELQ rule has unfairly banned refugees from continuing their studies in the UK by presenting case studies from refugee students who encountered huge barriers to pursuing their education because of this rule. Since refugees come here out of necessity rather than choice, we argued they should be eligible to access funding for their higher education. From 2025, under the Lifelong Loan Entitlement, refugee students will have access to government funding for equivalent qualifications that they already hold. Even though this change will not take place immediately, this is a big step forward, as the rule has had a damaging impact on refugees’ ability to integrate and build new lives here. Removing the ELQ rule will give more refugees the chance to access further and higher education. This will help them gain new skills and qualifications so they can support themselves and have Equal Access to higher education. Their presence at universities also contribute to bringing a more inclusive and diverse environment. There is still work to be done to ensure the new system is fair and accessible. We’ll be monitoring the situation closely with our partners. But this is very welcome news for refugees wanting to study in the UK. We are pleased the government listened to the concerns we jointly raised. Our advocacy was done in partnership with the Refugee Council and Refugee Education UK, which shows the power of collaboration for better change. We also want to show our gratitude to refugee students for sharing their stories with us. To find out more about access to student finance in the UK, check GOV.UK and the UKCISA website."
STAR,STAR’s new stickers: A big thank you to FastPrint!,25-Aug-23,https://star-network.org.uk/2023/08/25/stars-new-stickers-a-big-thank-you-to-fastprint-2/,"25 August 2023 The STAR team is busy gearing up for the start of the new year and STAR groups will soon be receiving a box full of great resources for freshers week. Inside that box are stickers, provided to us by the FastPrint team. The STAR team wants to thank FastPrint for providing us with high-quality stickers. We’ve now got a range of stickers to spread the message of making the UK a more welcoming place for refugees and people seeking asylum, including brand new stickers to support our Equal Access campaign. If you’re in a STAR group, you can use these stickers at your events or to decorate your freshers stall. Giving out stickers is an easy way of spreading our message and thanks to FastPrint we can do that at a much larger scale now. FastPrint is a sticker and a banner printing company specialising in high quality printing with low prices and a quick turnaround. Check out their website here . If you’re a STAR committee member and have any questions about your freshers box, get in touch on students@star-network.org.uk"
STAR,Statement on the passage of the Illegal Migration Act,18-Jul-23,https://star-network.org.uk/2023/07/18/statement-on-the-passage-of-the-illegal-migration-act/,"18 July 2023 The Illegal Migration Bill has completed its final stages in Parliament, and will now become an Act of law. We stand against this cruel attack on the right to seek asylum – and we will continue to fight it. Anyone can become a refugee, and we all have the right to seek sanctuary. Now that the Illegal Migration Bill will pass into law, that basic right will no longer be upheld in the UK. We are not giving up. We will continue to stand up for the right to seek asylum and build a culture of welcome in our communities across the UK. We’ve joined 290 organisations from across civil society to stand against this Illegal Migration Act. JOINT CIVIL SOCIETY STATEMENT ON THE PASSAGE OF THE ILLEGAL MIGRATION ACT As a coalition of 290 organisations representing the human rights, migrants’ rights, refugee and asylum, anti-trafficking, children’s, violence against women and girls, LGBTQI+, disability rights, health, LGBTQI+, housing, racial justice, criminal justice, arts, international development, environment, democracy, pan-equality, faith, access to justice, and other sectors, we condemn the passage of the Illegal Migration Act today, and stand in solidarity with all who will be affected. We all deserve to live safe from harm. But this senselessly cruel Act will have a devastating impact on people’s lives. It turns our country’s back on people seeking safety, blocking them from protection, support, and justice at a time they need it most. In abandoning the UK’s moral and legal obligations, the Act risks breaching multiple international human rights treaties including the Refugee Convention and the European Convention on Human Rights while shielding the Government from accountability. The UK Government has admitted that it cannot confirm if the Act is compatible with the UK’s obligations under the European Convention on Human Rights. The Act will force people into situations that threaten their lives – whether by placing children in detention or sending people off to countries where their lives might be at grave risk. Moreover, the Act attacks the very core of human rights, which is the principle that we all have them regardless of who we are or where we are from. In stripping the most basic rights from people seeking safety and a better life, the Act dismantles human rights protections for all of us. Either all of us have human rights, or none of us do. While the UK Government’s plans will harm those seeking safety the most, this is an attack on all of us and the values we hold dear. The government has rushed through this law despite broad and deep opposition. But our fight is not over. As caring people, we will continue to fight for the right for people to seek safety and a better life without being forced to take dangerous journeys and without being punished for how they enter the UK. We will keep holding those in power to account for upholding the UK’s international obligations. We will strive for an asylum and immigration system that treats everyone with dignity and respect. We will stand in solidarity with and fight alongside everyone who makes the UK their home and build a society that treats everyone with compassion. Read the full statement with signatories on the Liberty website ."
STAR,University students and staff oppose the Illegal Migration Bill,12-Jul-23,https://star-network.org.uk/2023/07/12/university-students-and-staff-oppose-the-illegal-migration-bill/,"12 July 2023 Right now, this government is attempting to ban most people from seeking asylum in the UK . Students, academics and university staff across the UK are taking a stand. Be it the lecturer forced to flee the Taliban, the young woman attacked for defending her rights in Iran, or the student who fled human rights abuses and conscription in Eritrea – under this Bill, people who come to the UK hoping to find sanctuary will be punished and prevented from exercising their fundamental right to seek protection. Act now We know that this legislation does not reflect the views of thousands of students across the country who volunteer and campaign as part of the STAR network, and the staff that support us. We’ve worked with our friends at City of Sanctuary, SolidariTee and the VOICES Network so that you can raise your voice against the Illegal Migration Bill. Help us spread the word We’ll be handing in the petition to Downing Street on Tuesday, and we need your help to reach as many people as possible before then. If you’re in a STAR group, share the petition with your STAR group members Share the link to the petition and explain why it’s important for students to raise their voice: https://bit.ly/unisforrefugees Share the petition on social media Use our social media graphics to spread the word: https://bit.ly/petitiongraphics Share with students, academics, and staff at your uni Reach out to people in your department, other student societies, or university staff that you know. Explain how damaging these laws will be and encourage them to sign the petition and talk about it with their networks too. Contact your MP Write to them by email or ask them for a meeting so that you can explain why you (and the university communities that you are part of) oppose the Bill. This is especially important if your MP has voted in favour of the Bill: https://members.parliament.uk/FindYourMP Thank you for taking action."
STAR,STAR’s AGM and National Meetup 2023!,29-Jun-23,https://star-network.org.uk/2023/06/29/stars-agm-and-national-meetup-2023/,"18 February 2023 On February 18th, STAR leaders and Equal Access activists came together in London for our AGM and national meetup – STAR’s first in-person event since 2019. The day was busy, packed with plenty of guest speakers, enriching workshops and networking with people from 17 different STAR groups from across the UK! The day started with networking and icebreakers; STAR members discussed their successes and challenges from the past year, with the former largely outweighing the latter! We also took the opportunity to write some Words of Welcome for people seeking asylum in the UK. #TogetherWithRefugees . The day continued with two thought-provoking workshops: Migrants Rights delivered a Words Matter workshop, which explored the ramifications of how certain language shapes narratives around migration and migratised communities. “It was really useful to think of the impact of our ‘positive’ language, rather than just the explicitly harmful government rhetoric!” Coram Young Citizens presented the impact of the UK asylum system on young people, with speakers from refugee backgrounds sharing their experiences of going through the asylum system as teenagers and young adults. “I really enjoyed getting the chance to hear people’s stories from so close to home + increase our empathy and outlook” Our guests from Ice and Fire theatre acted out Asylum Monologues, a collection of first-hand accounts of asylum seekers’ experiences of the UK asylum system, which left all of us deeply moved. After the performance, some STAR members invited them to perform at their university. “It felt really powerful – humanising stories of the asylum system” During our AGM we celebrated the dedication and achievements of STAR groups, including Bristol STAR who have supported over 100 learners through their conversation classes and Birmingham STAR who have raised over £1500 for STAR National so far this year! From large groups running lots of events, to smaller groups just starting up, we celebrated every STAR leader making a difference and contributing to STAR’s mission of creating a more welcoming place for refugees and people seeking asylum in the UK. STAR groups then voted to elect our newest Student Trustee – congratulations to Shreeja from Bath STAR! To launch STAR’s Campaign Action Week, Campaigns Manager Siobhan presented the focus of this year’s campaign, Lift the Ban , calling for the government to grant refugees the right to work while seeking asylum. STAR groups practised their pitch to convince local businesses to support the High Street challenge , and we ended the day with a photo shoot: attendees wrote down their dream job, which they would not be able to pursue if they were seeking asylum Thank you all for coming to this year’s AGM and meetup! We hope you had a great time meeting fellow STAR members. It was amazing to see STAR groups and Equal Access activists coming together to network and exchange ideas. A huge thank you also to the guest speakers and workshop leaders, we all went away feeling inspired and energised to take action to welcome refugees! See you next year!"
STAR,Refugee Week,13-Jun-23,https://star-network.org.uk/2023/06/13/refugee-week/,"13th June 2023 Refugee Week and Refugee Festival Scotland are almost here! And I’m sure you’re excited as we are! Refugee Week takes place  from the 19th – 25th June with the theme of COMPASSION and for those of you in Scotland  Refugee Festival Scotland starts a bit  earlier on the 16th – 25th June with the theme of HOPE . The STAR team will be celebrating Refugee Week by traveling around the UK and speaking at a wide range of university events including at the University of Winchester, Birkbeck University, Royal Holloway, University of Edinburgh and University of East London. STAR groups will also get getting involved in their towns and cities. We want to invite you to celebrate hope and compassion with us this June, keep reading to find out how you can get involved. Simple Acts Simple Acts are everyday actions we can all do to stand with refugees and make new connections in our communities.  Here are just a few of the simple acts that STAR National will be getting involved with this year. 1. Walk Together The idea is simple- get a group together and go on a walk together. Wherever you walk and whoever you walk with, you’ll be joining people up and down the country, coming together to create new connections and reflect on the journeys that refugees face. You can walk together whenever you wish – but we are particularly encouraging people to do their walks during the Great Get Together weekend , (23rd- 25th June). You can register your walk with The Great Get Together and use this year’s tool kit ! 2. Use your Platform As a STAR group you have a brilliant platform and a vast network of students. Use Your Platform for Refugee Week to show solidarity and compassion and help shift the narrative around migration and displacement. Here’s some suggestions for how you can use your platform for Refugee Week. 3. Watch a film Is there anything in the world more powerful than a story? Films can be powerful storytelling mediums to take us on journeys without us ever having to leave our seats. At STAR we chose to watch the brilliant MATAR as one of our own simple acts. Directed by Bafta-winning director, Hassan Akkad, MATAR is a powerful and poignant story of resilience and perseverance following the story of an asylum seeker in England. It is based on the lived experience of co-writer Ayman Alhussein. See our film night guide for tips and ideas on how to run a successful film night. If you want any help with this feel free to get in touch by emailing lois@star-network.org.uk If you’ve already seen MATAR, Refugee Week team have compiled a list of other wonderful films and TV shows which help us better understand migration, displacement and help us grow our compassion. Wherever you are this summer there is a huge variety of events for you to get involved with. You can see the full line up for Refugee Week here , and the full line up for Refugee Festival Scotland here , but we want to share with you some of STARs top picks for this June: Visit the Southbank Centre in London any day during Refugee Week and find a range of free and exciting activities. See full programme here. Join Edinburgh to celebrate the wonderful cultures and positive contribution of migrant communities at the Festival of Migration 2023. Bristol Refugee Festival will host their annual Celebrating Sanctuary event – a free festival of music, performance art and more! If you’re in Manchester head to You Can See Me But I Don’t Exist a photography and creative writing exhibition by people seeking refuge living in Birmingham, London, and Manchester. Tune in online for an evening of poetry and open mic Twaano: from Zambia to Scotland by refugee writers and performers See STAR’s chief executive Emily speak on the panel at Compassion to Action: Sanctuary Seekers in Higher Education , Birkbeck STAR’s event in collaboration with VOICES network ! More details to be released soon. 7. Join the Afghanistan and Central Asian associate for a combined arts festival over the weekend of 24th – 25th June. The 24th will be a celebration of Afghan culture and the 25th a celebration of Ukrainian culture! Use social media and involved with Refugee Week’s 2023 Thunderclap We want to celebrate the STAR network’s actions for refugee week and participation in the simple acts. Send us your wonderful work – big or small –  and be sure to take lots of pictures and tag us so we can highlight your achievements and showcase the collaborative impact of STAR! This year Refugee are asking the public to mark the beginning of Refugee Week by taking part in a * social media thunderclap * moment. On Monday 19th June at midday (UK time) Refugee Week will encourage everyone to put their compassion into action and stand with refugees around the world. There’s never been a more important time to stand in solidarity with people who seek sanctuary. Here are three simple steps to take part in the thunderclap moment: Step 1: Add the orange heart emoji to your social media handle and bios Step 2: Share the compassion heart by Murugiah Step 3: Share this message “I’m putting my #CompassionIntoAction this #RefugeeWeek by ___” and fill in the blank. See the full invitation with instructions and inspiration here . Please share this with friends, neighbours, businesses, partners, organisations and more so we can spread the ripples of compassion far and wide. Together!"
STAR,"A 1,000 mile journey for STAR!",13-Jun-23,https://star-network.org.uk/2023/06/13/a-1000-mile-journey-for-star/,"13 June 2023 Cycling from the very south of the UK to the northernmost point is no easy feat. In this blog, former academic Thomas explains why he wanted to take on the Land’s End to John o’ Groats challenge to raise funds for STAR – and what he hopes to see along the way. You can donate and follow his journey on his JustGiving page . It’s often seen as the ultimate cycle challenge in these islands: a journey of almost 1,000 miles from the headland of Land’s End in Cornwall to John o’ Groats in the far north of Scotland. I’m undertaking this challenge to support STAR’s vital work, and to explore new parts of the country in which I have lived for most of my life along the way. Not everybody has the chance to live their life in the place where they were born or of their choosing. I want to support STAR in the work they do extending a welcome to those seeking asylum and refugees. I especially value STAR’s efforts to encourage sponsorship and scholarships within the university sector in this country for those who have had to flee their homelands in the most distressing circumstances. As a former academic, I know how important it is to offer opportunities to continue education among students who have arrived here unexpectedly. I also know that those of us already here also gain so much from such a gesture. We discover the values embedded in other cultures from which we can learn; we come to gain a better understanding of our own place as a country in the world; and we have the opportunity to demonstrate the best that this country can offer to the world. So, for the next three weeks, I will be winding my way up the length of the UK. I’m aiming to finish by the 29th June. You can see my planned route below and follow updates on my JustGiving page . (If you happen to be near any of these pitstops – let the STAR team know! ) Thomas’s route from Land’s End to John o’ Groats Pendeen, Cornwall Camborne, Cornwall Camelford, Cornwall South Tawton, Devon Wellington, Somerset Clevedon, Somerset Raglan, Monmouthshire Kington, Herefordshire Oswestry, Shropshire Liverpool, Merseyside Lancaster, Lancashire Sedbergh, West Yorkshire Carlisle, Cumbria Hawick, Scottish Borders Edinburgh Perth Pitlochry, Perthshire Newtonmore, Highlands Inverness, Highlands Tain, Highlands Altnaharra, Highlands Thurso, Highlands I should also mention that I have a personal connection to STAR’s work. My daughter, Siobhán, works for STAR. I am very proud that she does. I hope you will sponsor me on this ride so that all those at STAR can continue their valuable work."
STAR,Celebrating STARs this Volunteers Week – Jiayi,06-Jun-23,https://star-network.org.uk/2023/06/06/celebrating-stars-this-volunteers-week-jiayi/,"6th June 2023 For Volunteer Week 2023, we are celebrating STAR volunteers and their contributions. There are thousands of students dedicating their time to make the UK a more welcoming place for refugees and people seeking asylum. In this blog, Jiayi, who is Campaigns Officer for the KCL STAR group, talks to us about her experience at STAR and her involvement in setting up a panel event on the topic of detention centres in the UK. You can find out more about the panel event on STAR KCL’s Instagram page. What is your experience of working with STAR? Volunteering with STAR has been nothing but meaningful – from when I first volunteered at the beginning of 2022 with their University Mentoring Programme to the recently held conference event on the topic of immigrant detention in collaboration with other London universities. Drawing upon my own experiences to guide others where I can in the process of university and scholarship applications, for instance, was eye-opening in foregrounding the disadvantages stacked against individuals who, much like you and me, aspire towards higher education or self-development. The conference was also an amazing opportunity to work with fellow students, from reaching out to insightful speakers to setting up the event venue. It was encouraging to see students from universities across London gather to learn more about the practices that constitute immigrant detention and their consequences, and I was even more heartened when many stayed behind after the panel to talk to the speakers personally. It was also great to receive feedback that the panel was well-rounded and complementary, and that participants left with a deeper understanding of immigrant detention. Why did you want to get involved in creating change? Why not? I believe it’s important to use my privilege to help those who may not have the same advantages. It’s unfair, and frustrating, that some people are forced to leave their homes and seek asylum elsewhere, so if I can make a difference in any small way, I’m happy to do so. I particularly enjoyed volunteering as a mentor: it’s been a fulfilling experience for me because it’s personal. I get to know the mentees, who are in the process of applying for scholarships or courses, just like I did a few years ago. This common ground between us, with such different stories, is one of many examples where change can be worked towards in small steps and through human connection, and further encouraged me to do what I can. How do you think you have made a difference, no matter how big or small? Be it speaking with refugees and people seeking asylum applying to higher education, organising a conference to engage peers, or simply meeting other STAR members at social events, I hope these have been avenues where meaningful interactions have been created. Differences don’t have to be big – if I have just been a friend, that may just be enough. I can only hope the connections made through university mentoring might help mentees on their journey in considering what courses to apply to, or what to include in their personal statement; similarly, I hope that the team’s efforts in hosting the London conference helped raise much-needed experience on the pressing issue of detention. Why should other people get involved in STAR, or in campaigning/volunteering in general? Again, why not? There are many ways to get involved, whether you prefer to interact personally, or to contribute behind the scenes. It’s a great way to better understand the depth of the refugee and asylum-seeking community, past media portrayals and over-simplistic blanket descriptions. On a wider scale, volunteering is empathy and connection; it is seeing someone, however different from ourselves, and showing, in however different ways, that I care for you and I want you to do well. If this is within your capacity, I think it is a wonderful and very worthwhile thing to do. 🙂 If you’re a member of a STAR group, get in touch with our Campaigns Manager Siobhán for advice about planning campaign actions. If you’re interested in joining or setting up a STAR group, get in touch with our Student Network Organiser Lois ."
